tenant_id,first_name,last_name,property_id,unit_number,lease_start,lease_end,monthly_rent,security_deposit,move_in_date,satisfaction_score,at_risk
T0252,Donna,Smith,P028,120,2023-02-20,2025-02-09,3060.0,3060.0,2023-02-20,3.8,False
T0253,Nicholas,Robinson,P013,34,2024-03-28,2026-03-18,1950.0,2925.0,2024-03-28,4.0,False
T0254,Brian,Hall,P007,79,2022-07-06,2023-07-01,2250.0,4500.0,2022-07-06,4.8,False
T0255,Shirley,Thomas,P015,24,2024-03-11,2026-03-01,2730.0,2730.0,2024-03-11,4.7,False
T0256,Joseph,Sanchez,P022,141,2024-06-03,2025-05-29,2970.0,5940.0,2024-06-03,4.2,False
T0257,Stephanie,Nelson,P029,84,2023-05-06,2024-04-30,3080.0,3080.0,2023-05-06,4.2,False
T0258,Sandra,White,P005,12,2023-03-21,2024-03-15,2520.0,2520.0,2023-03-21,4.5,False
T0259,Mark,Allen,P012,150,2024-10-30,2025-10-25,2650.0,2650.0,2024-10-30,3.2,False
T0260,Anthony,Sanchez,P050,17,2022-05-30,2023-05-25,1990.0,1990.0,2022-05-30,4.4,False
T0261,Nicholas,Robinson,P032,82,2022-08-23,2023-08-18,970.0,970.0,2022-08-23,4.4,False
T0262,Daniel,Hernandez,P023,22,2023-05-12,2024-05-06,2800.0,2800.0,2023-05-12,4.6,False
T0263,Kimberly,Jones,P032,103,2022-12-29,2023-12-24,2320.0,4640.0,2022-12-29,4.4,False
T0264,Michael,Baker,P038,112,2023-07-14,2024-07-08,2670.0,5340.0,2023-07-14,3.2,False
T0265,Betty,Harris,P022,139,2022-04-08,2024-03-28,1440.0,2880.0,2022-04-08,4.4,False
T0266,Donna,Thomas,P010,48,2022-04-18,2024-04-07,1640.0,2460.0,2022-04-18,4.2,True
T0267,Maria,Perez,P003,18,2023-02-14,2023-08-13,2990.0,2990.0,2023-02-14,1.6,True
T0268,Kimberly,Campbell,P031,46,2022-05-10,2023-05-05,2480.0,2480.0,2022-05-10,3.0,False
T0269,Anthony,Flores,P032,16,2024-11-15,2025-05-14,1050.0,1050.0,2024-11-15,3.5,False
T0270,Cynthia,Lee,P035,16,2024-03-20,2025-03-15,11300.0,11300.0,2024-03-20,3.3,False
T0271,William,Nelson,P014,30,2023-10-10,2024-04-07,980.0,1470.0,2023-10-10,3.8,False
T0272,George,Roberts,P010,69,2024-01-26,2024-07-24,2410.0,4820.0,2024-01-26,2.3,True
T0273,Kimberly,Taylor,P005,14,2022-07-28,2024-07-17,2070.0,2070.0,2022-07-28,4.8,False
T0274,Joshua,Nelson,P007,10,2024-03-06,2025-03-01,2300.0,3450.0,2024-03-06,4.2,False
T0275,Helen,Green,P045,27,2022-02-06,2024-01-27,1100.0,2200.0,2022-02-06,3.8,False
T0276,Sandra,Martin,P037,150,2022-01-28,2023-01-23,1470.0,1470.0,2022-01-28,4.2,True
T0277,Nicole,Jackson,P040,52,2023-05-14,2025-05-03,2610.0,2610.0,2023-05-14,3.1,False
T0278,Ryan,Mitchell,P037,96,2023-02-23,2023-08-22,1290.0,1935.0,2023-02-23,4.4,False
T0279,Kenneth,Carter,P026,2,2023-10-13,2024-04-10,1250.0,1250.0,2023-10-13,5.0,False
T0280,Amanda,Baker,P028,26,2023-11-10,2024-11-04,1470.0,2940.0,2023-11-10,4.0,False
T0281,James,Jones,P018,4,2024-02-21,2026-02-10,2570.0,3855.0,2024-02-21,3.8,False
T0282,Mark,Rodriguez,P031,59,2023-01-30,2023-07-29,1110.0,1110.0,2023-01-30,3.1,False
T0283,Pamela,Martin,P022,20,2023-02-23,2024-02-18,1340.0,1340.0,2023-02-23,3.7,False
T0284,Kenneth,Torres,P037,71,2023-05-17,2024-05-11,2570.0,3855.0,2023-05-17,3.3,False
T0285,Edward,Sanchez,P021,97,2023-02-17,2024-02-12,3130.0,4695.0,2023-02-17,3.9,False
T0286,Ashley,Walker,P018,64,2024-06-22,2025-06-17,1330.0,1330.0,2024-06-22,4.1,True
T0287,Stephen,Martinez,P003,58,2024-05-25,2024-11-21,2660.0,5320.0,2024-05-25,4.8,False
T0288,Ronald,Scott,P025,61,2023-06-11,2024-06-05,2580.0,5160.0,2023-06-11,3.8,False
T0289,Anthony,Smith,P041,1,2023-11-14,2024-11-08,6800.0,6800.0,2023-11-14,3.2,False
T0290,Timothy,Mitchell,P005,102,2024-02-06,2025-01-31,2890.0,4335.0,2024-02-06,3.7,False
T0291,Sandra,Harris,P038,40,2023-09-23,2025-09-12,1810.0,3620.0,2023-09-23,4.7,False
T0292,Nicholas,Green,P015,19,2024-06-12,2025-06-07,1320.0,2640.0,2024-06-12,3.6,False
T0293,Amanda,Walker,P031,129,2022-04-29,2023-04-24,1780.0,1780.0,2022-04-29,4.4,False
T0294,Melissa,Hill,P034,11,2024-01-11,2024-07-09,3020.0,4530.0,2024-01-11,4.2,False
T0295,Daniel,Smith,P043,29,2022-10-29,2023-10-24,11400.0,11400.0,2022-10-29,4.1,False
T0296,Richard,King,P049,46,2024-02-27,2025-02-21,2680.0,2680.0,2024-02-27,4.9,False
T0297,Stephen,Nelson,P007,153,2022-12-06,2023-12-01,2920.0,4380.0,2022-12-06,3.5,False
T0298,Brian,Martinez,P031,119,2024-04-22,2024-10-19,2270.0,3405.0,2024-04-22,4.1,False
T0299,Nicholas,Smith,P012,11,2024-03-26,2025-03-21,2630.0,2630.0,2024-03-26,2.1,True
T0300,Anna,Hernandez,P002,97,2024-05-05,2026-04-25,1110.0,1110.0,2024-05-05,3.4,False
T0301,Thomas,Lewis,P040,174,2022-10-03,2023-09-28,1790.0,3580.0,2022-10-03,3.9,False
T0302,Anthony,Taylor,P002,116,2023-01-16,2024-01-11,2780.0,4170.0,2023-01-16,2.1,True
T0303,Sandra,Moore,P044,3,2022-08-12,2023-08-07,3100.0,3100.0,2022-08-12,3.0,False
T0304,Maria,Brown,P002,111,2023-04-26,2024-04-20,1720.0,2580.0,2023-04-26,4.5,False
T0305,Michelle,King,P029,55,2022-01-15,2024-01-05,2640.0,2640.0,2022-01-15,2.9,False
T0306,Sharon,Hill,P049,40,2024-12-01,2025-11-26,1800.0,2700.0,2024-12-01,3.8,False
T0307,Angela,Harris,P014,69,2023-12-04,2024-11-28,1710.0,3420.0,2023-12-04,4.9,False
T0308,Angela,Campbell,P014,80,2023-12-31,2024-12-25,1080.0,1080.0,2023-12-31,2.8,False
T0309,Amanda,White,P038,90,2022-09-09,2024-08-29,1010.0,1515.0,2022-09-09,4.3,False
T0310,Laura,Johnson,P016,86,2024-08-31,2026-08-21,2340.0,4680.0,2024-08-31,3.2,False
T0311,Nicholas,Sanchez,P031,34,2022-04-04,2023-03-30,1760.0,3520.0,2022-04-04,3.3,False
T0312,Gary,Nelson,P019,20,2022-06-16,2023-06-11,2330.0,4660.0,2022-06-16,4.8,False
T0313,Jonathan,Torres,P012,118,2024-02-28,2025-02-22,2990.0,5980.0,2024-02-28,4.4,False
T0314,Pamela,Hernandez,P032,47,2022-09-19,2023-09-14,2090.0,3135.0,2022-09-19,3.5,False
T0315,Nancy,Miller,P047,52,2024-09-14,2026-09-04,3100.0,4650.0,2024-09-14,3.3,False
T0316,Amy,Roberts,P038,42,2022-03-01,2023-02-24,3190.0,4785.0,2022-03-01,3.5,False
T0317,Dorothy,Wright,P040,147,2023-06-12,2024-06-06,1450.0,2900.0,2023-06-12,4.3,False
T0318,William,Adams,P028,45,2022-07-05,2023-06-30,2580.0,3870.0,2022-07-05,4.8,False
T0319,Carol,Anderson,P005,24,2024-02-21,2026-02-10,1800.0,2700.0,2024-02-21,3.8,False
T0320,Anthony,Mitchell,P036,6,2022-06-29,2022-12-26,3200.0,3200.0,2022-06-29,4.4,False
T0321,James,Martin,P048,40,2022-09-18,2023-09-13,2240.0,2240.0,2022-09-18,4.1,False
T0322,Edward,Baker,P006,8,2023-01-24,2024-01-19,2280.0,2280.0,2023-01-24,3.5,False
T0323,Jacob,Lee,P014,31,2023-03-31,2023-09-27,2120.0,2120.0,2023-03-31,4.0,False
T0324,Kenneth,Martinez,P039,18,2023-08-31,2024-08-25,10200.0,20400.0,2023-08-31,3.8,False
T0325,Sandra,Moore,P010,26,2022-03-12,2024-03-01,2450.0,4900.0,2022-03-12,3.9,False
T0326,Lisa,Perez,P006,6,2023-03-18,2024-03-12,2240.0,2240.0,2023-03-18,4.9,False
T0327,Matthew,Young,P005,8,2023-03-08,2024-03-02,2810.0,5620.0,2023-03-08,2.9,False
T0328,Gary,Thompson,P031,14,2022-11-23,2023-05-22,1830.0,2745.0,2022-11-23,3.5,False
T0329,Timothy,Miller,P031,133,2023-08-03,2024-07-28,1830.0,1830.0,2023-08-03,3.2,False
T0330,Dorothy,Lewis,P016,101,2022-04-21,2023-04-16,1680.0,3360.0,2022-04-21,3.2,False
T0331,Maria,White,P036,7,2022-10-24,2023-10-19,6800.0,13600.0,2022-10-24,4.4,False
T0332,Kimberly,Brown,P029,76,2022-07-28,2023-07-23,2880.0,2880.0,2022-07-28,5.0,False
T0333,Sharon,Nguyen,P014,153,2024-08-28,2025-08-23,1750.0,2625.0,2024-08-28,3.9,False
T0334,Nicholas,Martin,P018,49,2024-04-07,2025-04-02,3130.0,6260.0,2024-04-07,2.3,True
T0335,Nancy,Roberts,P031,124,2022-12-20,2023-12-15,2290.0,3435.0,2022-12-20,5.0,False
T0336,Maria,Davis,P006,14,2024-02-22,2025-02-16,2900.0,2900.0,2024-02-22,3.8,False
T0337,Emma,Moore,P032,86,2024-09-28,2026-09-18,1140.0,2280.0,2024-09-28,4.1,False
T0338,Anna,Martin,P033,39,2023-01-06,2024-01-01,4400.0,8800.0,2023-01-06,4.2,False
T0339,Stephen,Lopez,P012,33,2023-10-29,2024-04-26,1230.0,1845.0,2023-10-29,4.7,False
T0340,Samantha,Young,P014,97,2022-02-10,2023-02-05,2780.0,2780.0,2022-02-10,4.0,False
T0341,Emily,Hill,P040,158,2022-09-12,2023-09-07,2120.0,4240.0,2022-09-12,4.8,False
T0342,Mark,Adams,P037,78,2024-07-04,2025-06-29,1350.0,1350.0,2024-07-04,2.0,True
T0343,George,White,P049,11,2023-06-10,2023-12-07,1150.0,2300.0,2023-06-10,3.1,False
T0344,Jonathan,Jackson,P039,36,2022-01-01,2022-12-27,3700.0,7400.0,2022-01-01,4.9,False
T0345,Cynthia,Hill,P022,113,2022-10-14,2024-10-03,2150.0,4300.0,2022-10-14,3.5,False
T0346,George,Wilson,P028,25,2022-07-22,2023-01-18,2100.0,2100.0,2022-07-22,3.2,False
T0347,Jeffrey,Jones,P043,6,2023-03-19,2025-03-08,8000.0,16000.0,2023-03-19,3.1,False
T0348,Steven,Baker,P045,69,2024-02-21,2025-02-15,1520.0,2280.0,2024-02-21,3.0,False
T0349,Andrew,Green,P009,92,2022-10-21,2024-10-10,3070.0,6140.0,2022-10-21,4.2,False
T0350,Daniel,Clark,P028,18,2024-02-02,2026-01-22,2400.0,2400.0,2024-02-02,4.6,False
T0351,Karen,Moore,P008,8,2024-06-07,2025-06-02,5200.0,5200.0,2024-06-07,3.6,True
T0352,Kevin,Roberts,P012,1,2024-04-13,2024-10-10,2150.0,3225.0,2024-04-13,3.0,False
T0353,Donald,Harris,P022,12,2023-04-08,2024-04-02,1280.0,1280.0,2023-04-08,2.8,True
T0354,Nicholas,Miller,P014,4,2022-09-10,2023-09-05,2710.0,5420.0,2022-09-10,4.7,False
T0355,Robert,Hernandez,P013,29,2023-08-01,2025-07-21,1740.0,2610.0,2023-08-01,1.8,True
T0356,Stephen,Scott,P030,8,2024-03-08,2025-03-03,11500.0,23000.0,2024-03-08,4.4,False
T0357,Helen,Rivera,P037,131,2024-04-04,2025-03-30,2930.0,2930.0,2024-04-04,3.4,False
T0358,Kathleen,Rivera,P043,30,2022-10-20,2023-10-15,8600.0,8600.0,2022-10-20,3.4,False
T0359,Pamela,Allen,P002,93,2024-05-06,2025-05-01,2480.0,3720.0,2024-05-06,5.0,False
T0360,Carol,Martin,P002,115,2024-05-26,2026-05-16,1570.0,3140.0,2024-05-26,4.7,False
T0361,Richard,Jones,P037,87,2023-09-18,2024-09-12,2880.0,5760.0,2023-09-18,4.7,False
T0362,Kenneth,Scott,P001,3,2022-07-11,2023-07-06,4400.0,6600.0,2022-07-11,3.0,False
T0363,Dorothy,Walker,P004,11,2022-01-22,2023-01-17,2770.0,4155.0,2022-01-22,4.9,False
T0364,James,Rivera,P037,143,2022-09-13,2023-09-08,2110.0,3165.0,2022-09-13,2.2,True
T0365,Samantha,Baker,P010,57,2023-12-08,2024-12-02,2530.0,5060.0,2023-12-08,4.3,False
T0366,Donald,Lopez,P021,12,2024-07-07,2025-07-02,1050.0,1050.0,2024-07-07,4.0,False
T0367,Nicole,Harris,P032,116,2022-10-01,2024-09-20,1780.0,1780.0,2022-10-01,2.9,False
T0368,Katherine,Roberts,P010,41,2022-08-20,2023-08-15,1790.0,1790.0,2022-08-20,3.3,False
T0369,Timothy,Wilson,P005,31,2024-09-16,2025-09-11,1600.0,2400.0,2024-09-16,2.8,False
T0370,Nicholas,Brown,P032,52,2024-11-21,2025-05-20,3040.0,4560.0,2024-11-21,4.8,False
T0371,Brian,Campbell,P010,5,2024-07-31,2025-07-26,960.0,960.0,2024-07-31,1.9,True
T0372,Samantha,Allen,P014,114,2022-01-19,2022-07-18,1850.0,1850.0,2022-01-19,3.2,False
T0373,Donald,Walker,P009,19,2024-09-25,2025-03-24,1870.0,2805.0,2024-09-25,4.2,False
T0374,Andrew,Miller,P007,24,2024-01-17,2025-01-11,1790.0,2685.0,2024-01-17,4.0,False
T0375,James,Thompson,P012,61,2024-06-18,2025-06-13,2430.0,4860.0,2024-06-18,4.1,True
T0376,Kevin,Williams,P020,28,2023-01-24,2024-01-19,1400.0,1400.0,2023-01-24,2.9,True
T0377,Nicole,Baker,P012,68,2024-09-08,2025-09-03,2450.0,4900.0,2024-09-08,3.9,False
T0378,Amy,Rodriguez,P037,20,2024-03-29,2026-03-19,1240.0,1240.0,2024-03-29,4.4,False
T0379,Paul,Brown,P050,28,2022-02-13,2023-02-08,3100.0,6200.0,2022-02-13,3.9,False
T0380,Stephanie,Jackson,P033,20,2024-05-29,2026-05-19,4800.0,7200.0,2024-05-29,3.8,False
T0381,Emily,Thomas,P016,28,2024-05-28,2025-05-23,1140.0,1710.0,2024-05-28,4.4,False
T0382,Gary,Rivera,P021,51,2023-06-24,2024-06-18,2680.0,2680.0,2023-06-24,3.7,False
T0383,Ashley,Anderson,P040,139,2024-10-25,2026-10-15,2530.0,2530.0,2024-10-25,5.0,False
T0384,Jeffrey,Johnson,P040,15,2022-03-20,2023-03-15,1250.0,2500.0,2022-03-20,4.8,False
T0385,Carol,Anderson,P007,155,2022-04-15,2023-04-10,1400.0,2100.0,2022-04-15,3.5,False
T0386,Thomas,Moore,P028,87,2022-05-06,2024-04-25,1910.0,2865.0,2022-05-06,2.9,False
T0387,Emily,Williams,P037,18,2023-12-20,2024-12-14,1580.0,1580.0,2023-12-20,4.8,False
T0388,Joseph,Ramirez,P031,126,2023-10-21,2024-10-15,1070.0,1070.0,2023-10-21,3.4,False
T0389,Maria,Baker,P022,104,2024-10-03,2025-09-28,1520.0,3040.0,2024-10-03,3.0,False
T0390,Samantha,Hill,P021,48,2022-09-24,2023-09-19,2680.0,4020.0,2022-09-24,4.6,False
T0391,Betty,Rodriguez,P045,59,2023-07-20,2024-07-14,1490.0,2980.0,2023-07-20,3.0,False
T0392,Anthony,Gonzalez,P014,74,2022-09-04,2023-03-03,2620.0,5240.0,2022-09-04,4.8,False
T0393,George,Campbell,P012,7,2022-07-22,2023-01-18,1950.0,2925.0,2022-07-22,4.2,False
T0394,Anthony,Clark,P037,141,2023-02-18,2025-02-07,3180.0,6360.0,2023-02-18,2.9,False
T0395,Anna,Jones,P021,110,2023-12-13,2024-12-07,2550.0,3825.0,2023-12-13,4.4,False
T0396,Charles,Jackson,P032,64,2024-10-28,2025-04-26,1890.0,1890.0,2024-10-28,3.4,False
T0397,Stephen,Allen,P037,66,2022-05-05,2023-04-30,3100.0,3100.0,2022-05-05,3.7,False
T0398,Andrew,Wilson,P002,36,2024-11-09,2025-11-04,1320.0,1320.0,2024-11-09,3.7,False
T0399,Helen,Robinson,P031,45,2023-03-23,2025-03-12,960.0,1920.0,2023-03-23,4.7,False
T0400,Andrew,Scott,P022,95,2023-06-15,2024-06-09,2540.0,2540.0,2023-06-15,3.5,False
T0401,Christopher,Moore,P028,117,2022-04-04,2024-03-24,1330.0,1330.0,2022-04-04,2.9,False
T0402,Thomas,Smith,P032,56,2022-04-16,2023-04-11,1560.0,3120.0,2022-04-16,3.3,False
T0403,Melissa,Campbell,P012,110,2024-01-26,2025-01-20,1730.0,1730.0,2024-01-26,4.4,False
T0404,Maria,Thompson,P029,3,2023-08-27,2024-08-21,1870.0,1870.0,2023-08-27,4.2,False
T0405,Betty,Campbell,P007,107,2023-07-27,2024-07-21,2590.0,5180.0,2023-07-27,2.8,False
T0406,Donald,Lee,P040,75,2023-06-12,2025-06-01,2500.0,3750.0,2023-06-12,4.4,True
T0407,Anna,White,P002,63,2024-03-20,2025-03-15,1410.0,1410.0,2024-03-20,4.4,False
T0408,Matthew,Gonzalez,P037,135,2022-07-11,2023-07-06,2980.0,5960.0,2022-07-11,3.2,False
T0409,Matthew,Sanchez,P018,21,2023-01-05,2023-12-31,2050.0,4100.0,2023-01-05,2.1,True
T0410,Angela,Miller,P039,19,2022-05-23,2023-05-18,8100.0,16200.0,2022-05-23,3.3,False
T0411,Thomas,Smith,P040,177,2022-01-25,2024-01-15,2140.0,4280.0,2022-01-25,3.6,False
T0412,Maria,Smith,P010,73,2022-09-28,2023-09-23,3050.0,3050.0,2022-09-28,3.4,False
T0413,Ryan,Hernandez,P009,49,2023-11-25,2024-05-23,2170.0,3255.0,2023-11-25,3.9,False
T0414,Katherine,Davis,P018,68,2022-11-13,2023-11-08,1700.0,1700.0,2022-11-13,3.9,True
T0415,Shirley,Martinez,P028,46,2022-07-30,2024-07-19,2810.0,2810.0,2022-07-30,3.9,False
T0416,Kenneth,Anderson,P007,165,2022-02-19,2023-02-14,3000.0,6000.0,2022-02-19,3.1,False
T0417,Betty,Jackson,P004,9,2022-08-19,2023-08-14,1820.0,2730.0,2022-08-19,3.0,False
T0418,Richard,Williams,P007,26,2023-11-15,2024-05-13,1120.0,2240.0,2023-11-15,4.8,False
T0419,Jeffrey,Martinez,P047,32,2024-05-27,2026-05-17,1290.0,2580.0,2024-05-27,3.2,False
T0420,Nicole,Nelson,P012,134,2023-08-11,2024-08-05,2500.0,3750.0,2023-08-11,3.4,False
T0421,Christopher,Lee,P012,81,2022-06-06,2022-12-03,3050.0,3050.0,2022-06-06,5.0,False
T0422,Deborah,Martinez,P016,34,2024-09-06,2025-03-05,1830.0,1830.0,2024-09-06,3.7,False
T0423,Nicole,Ramirez,P020,40,2022-09-19,2023-09-14,1680.0,2520.0,2022-09-19,3.6,False
T0424,Amanda,Harris,P040,166,2024-04-27,2026-04-17,2510.0,3765.0,2024-04-27,3.5,False
T0425,Richard,Nguyen,P016,114,2024-10-05,2026-09-25,2190.0,4380.0,2024-10-05,3.3,False
T0426,David,White,P016,10,2023-03-26,2023-09-22,1900.0,3800.0,2023-03-26,2.8,False
T0427,Dorothy,Jackson,P018,63,2022-10-01,2023-03-30,2020.0,3030.0,2022-10-01,2.7,True
T0428,Dorothy,Davis,P038,80,2024-05-12,2025-05-07,1270.0,2540.0,2024-05-12,3.3,False
T0429,Robert,Hall,P032,76,2024-02-13,2024-08-11,2530.0,2530.0,2024-02-13,3.7,False
T0430,Sarah,Martinez,P016,69,2022-06-01,2023-05-27,2440.0,3660.0,2022-06-01,4.7,False
T0431,Shirley,Martinez,P003,31,2023-05-17,2023-11-13,1270.0,1270.0,2023-05-17,4.4,True
T0432,Jason,Campbell,P023,32,2022-10-14,2024-10-03,6700.0,10050.0,2022-10-14,3.5,False
T0433,Michael,Hill,P038,60,2022-01-28,2023-01-23,1950.0,1950.0,2022-01-28,2.9,False
T0434,Jacob,Scott,P016,25,2022-01-23,2023-01-18,2080.0,4160.0,2022-01-23,4.3,False
T0435,Daniel,Moore,P014,6,2024-10-24,2025-10-19,2820.0,2820.0,2024-10-24,3.7,False
T0436,Timothy,Lopez,P032,29,2022-09-14,2023-09-09,2120.0,4240.0,2022-09-14,2.9,False
T0437,Angela,Harris,P043,1,2022-06-08,2023-06-03,11800.0,11800.0,2022-06-08,4.2,False
T0438,Karen,White,P014,44,2024-01-31,2025-01-25,1070.0,2140.0,2024-01-31,3.0,False
T0439,Betty,Jones,P007,134,2023-11-19,2024-05-17,2700.0,2700.0,2023-11-19,3.2,False
T0440,Michael,Thomas,P012,50,2023-09-26,2024-09-20,2290.0,3435.0,2023-09-26,4.2,False
T0441,Robert,Lee,P032,70,2022-04-02,2024-03-22,1140.0,1140.0,2022-04-02,3.9,False
T0442,Eric,Gonzalez,P012,119,2022-01-18,2023-01-13,3070.0,4605.0,2022-01-18,4.9,False
T0443,Jason,Mitchell,P007,147,2023-12-30,2024-12-24,2640.0,5280.0,2023-12-30,3.0,False
T0444,Michael,Jackson,P048,19,2022-11-04,2023-05-03,1180.0,1180.0,2022-11-04,3.6,False
T0445,Carol,Wilson,P027,9,2024-08-06,2025-02-02,1900.0,3800.0,2024-08-06,3.0,False
T0446,Jonathan,Roberts,P022,109,2022-11-26,2024-11-15,2420.0,3630.0,2022-11-26,4.4,False
T0447,Anna,Williams,P009,20,2022-09-26,2023-09-21,1960.0,3920.0,2022-09-26,4.2,False
T0448,Karen,Martinez,P040,149,2024-03-04,2025-02-27,2690.0,5380.0,2024-03-04,4.1,False
T0449,Rebecca,Scott,P028,63,2024-10-15,2025-04-13,2360.0,2360.0,2024-10-15,3.1,False
T0450,William,Moore,P029,168,2024-07-20,2025-07-15,2070.0,4140.0,2024-07-20,2.5,True
T0451,Melissa,Walker,P005,80,2022-07-02,2022-12-29,1770.0,2655.0,2022-07-02,4.5,False
T0452,Edward,Jackson,P040,27,2024-06-24,2025-06-19,2670.0,4005.0,2024-06-24,3.9,False
T0453,Joshua,White,P046,11,2022-09-22,2023-09-17,1870.0,1870.0,2022-09-22,4.7,False
T0454,Jennifer,Flores,P028,162,2024-11-02,2025-10-28,2480.0,4960.0,2024-11-02,4.7,False
T0455,Stephanie,Harris,P013,39,2023-05-17,2025-05-06,1080.0,1080.0,2023-05-17,4.5,True
T0456,Nancy,Thompson,P040,141,2022-05-30,2023-05-25,2230.0,3345.0,2022-05-30,3.8,False
T0457,Timothy,Roberts,P002,27,2024-08-10,2025-02-06,2000.0,3000.0,2024-08-10,4.4,False
T0458,Nicholas,Wilson,P021,95,2023-11-05,2024-05-03,1400.0,2800.0,2023-11-05,5.0,False
T0459,Gary,Martinez,P049,38,2022-08-23,2023-08-18,2620.0,5240.0,2022-08-23,4.0,False
T0460,Edward,Ramirez,P028,56,2022-03-06,2024-02-24,1430.0,2145.0,2022-03-06,2.9,False
T0461,Andrew,Taylor,P032,55,2023-03-10,2023-09-06,1430.0,2860.0,2023-03-10,4.3,False
T0462,Brenda,Clark,P021,65,2022-10-18,2023-04-16,1350.0,2700.0,2022-10-18,3.0,False
T0463,Jeffrey,Perez,P016,43,2023-06-16,2024-06-10,1430.0,2145.0,2023-06-16,3.0,False
T0464,Daniel,Hall,P007,45,2023-12-17,2024-12-11,1320.0,1980.0,2023-12-17,4.0,False
T0465,Donna,Jones,P018,96,2024-03-07,2024-09-03,1750.0,3500.0,2024-03-07,4.8,False
T0466,Joshua,Smith,P021,92,2022-10-24,2023-10-19,2450.0,2450.0,2022-10-24,4.6,False
T0467,Jason,Taylor,P013,6,2022-10-30,2023-10-25,2970.0,5940.0,2022-10-30,3.0,False
T0468,Michael,Wilson,P029,65,2024-07-11,2025-07-06,2580.0,5160.0,2024-07-11,4.1,False
T0469,Michelle,Thompson,P010,6,2024-05-10,2026-04-30,3150.0,3150.0,2024-05-10,4.1,False
T0470,Rebecca,Allen,P014,63,2022-01-30,2023-01-25,3090.0,3090.0,2022-01-30,2.8,False
T0471,Katherine,Ramirez,P022,135,2024-07-22,2025-07-17,2520.0,5040.0,2024-07-22,2.7,True
T0472,Kathleen,Lopez,P043,5,2023-11-19,2024-05-17,11700.0,23400.0,2023-11-19,3.8,False
T0473,Anna,Green,P029,120,2024-06-11,2025-06-06,2290.0,3435.0,2024-06-11,3.8,True
T0474,David,Flores,P020,21,2022-07-23,2023-01-19,2530.0,3795.0,2022-07-23,3.0,False
T0475,Stephanie,Clark,P032,97,2022-07-24,2023-07-19,1180.0,1180.0,2022-07-24,4.6,False
T0476,Gary,Davis,P039,12,2024-07-20,2026-07-10,4200.0,6300.0,2024-07-20,3.2,False
T0477,Timothy,Smith,P023,8,2024-08-08,2025-08-03,11700.0,17550.0,2024-08-08,4.5,False
T0478,Rebecca,Clark,P007,177,2024-11-05,2025-10-31,2710.0,5420.0,2024-11-05,4.2,False
T0479,Kathleen,King,P009,56,2024-04-29,2024-10-26,1490.0,2980.0,2024-04-29,2.0,True
T0480,Paul,Scott,P032,61,2023-11-18,2024-11-12,2300.0,3450.0,2023-11-18,5.0,False
T0481,Charles,Green,P002,4,2024-03-16,2024-09-12,1380.0,2070.0,2024-03-16,4.1,False
T0482,Anna,Anderson,P022,117,2022-12-22,2023-12-17,3150.0,3150.0,2022-12-22,3.9,False
T0483,Timothy,Carter,P005,26,2022-09-16,2024-09-05,2550.0,5100.0,2022-09-16,4.1,False
T0484,Anna,Smith,P012,135,2022-11-22,2023-11-17,3010.0,6020.0,2022-11-22,3.0,False
T0485,Richard,Torres,P034,19,2022-11-10,2023-05-09,2680.0,4020.0,2022-11-10,4.0,False
T0486,Emily,Thomas,P002,13,2022-09-25,2023-09-20,1010.0,2020.0,2022-09-25,4.5,False
T0487,Ronald,Roberts,P022,72,2023-09-01,2024-08-26,2970.0,4455.0,2023-09-01,3.3,False
T0488,Betty,Davis,P023,21,2023-07-18,2024-01-14,8600.0,12900.0,2023-07-18,4.2,False
T0489,Emily,Garcia,P045,34,2022-09-09,2023-03-08,3040.0,3040.0,2022-09-09,3.4,False
T0490,David,Clark,P040,115,2024-01-11,2025-01-05,2060.0,2060.0,2024-01-11,3.9,False
T0491,Joshua,Green,P028,9,2022-06-06,2023-06-01,2040.0,3060.0,2022-06-06,3.6,False
T0492,Michael,Davis,P029,38,2023-01-04,2023-12-30,2770.0,4155.0,2023-01-04,2.1,True
T0493,Jonathan,Mitchell,P019,19,2024-09-18,2026-09-08,3190.0,4785.0,2024-09-18,2.8,False
T0494,Helen,Carter,P012,92,2023-01-30,2025-01-19,3030.0,3030.0,2023-01-30,1.6,True
T0495,Dorothy,Anderson,P010,79,2024-01-18,2024-07-16,1440.0,1440.0,2024-01-18,2.9,False
T0496,Nancy,Thompson,P006,17,2022-09-17,2023-09-12,2590.0,5180.0,2022-09-17,3.2,False
T0497,Helen,Sanchez,P032,119,2023-08-26,2024-08-20,2190.0,2190.0,2023-08-26,3.9,False
T0498,Rebecca,Hernandez,P037,93,2023-02-10,2024-02-05,1510.0,1510.0,2023-02-10,3.0,False
T0499,Andrew,Lee,P022,14,2024-09-26,2025-09-21,3100.0,6200.0,2024-09-26,3.7,False
T0500,William,Lewis,P038,19,2024-02-24,2025-02-18,1190.0,1190.0,2024-02-24,3.6,False
